p_hedge	p_market
1000	848.180000000000
1000.54000000000	858.480000000000
1001.21000000000	880.900000000000
1003.15000000000	876.450000000000
1005	878.850000000000
1006.27000000000	879.930000000000
1008.13000000000	878.290000000000
1009.33000000000	865.990000000000
1009.56000000000	871.580000000000
1010.93000000000	868.300000000000
1012.35000000000	885.230000000000
1012.97000000000	890.810000000000
1016.28000000000	879.910000000000
1016.26000000000	893.580000000000
1016.26000000000	893.580000000000
1013.68000000000	892.010000000000
1012.66000000000	911.370000000000
1012.31000000000	919.020000000000
1016.05000000000	911.430000000000
1016.27000000000	898.810000000000
1019.03000000000	914.840000000000
1015.76000000000	917.840000000000
1018.14000000000	916.920000000000
1019.92000000000	916.290000000000
1019.39000000000	930.080000000000
1018.11000000000	926.550000000000
1019.17000000000	934.390000000000
1020.71000000000	929.620000000000
1023.62000000000	920.270000000000
1022.63000000000	933.410000000000
1021.36000000000	945.110000000000
1025.09000000000	942.300000000000
1026.65000000000	939.280000000000
1025.34000000000	946.670000000000
1026.51000000000	944.300000000000
1030.48000000000	920.770000000000
1031.34000000000	919.730000000000
1031.33000000000	923.420000000000
1028.76000000000	931.870000000000
1028.05000000000	933.220000000000
1028.05000000000	933.220000000000
1026.94000000000	951.480000000000
1027.43000000000	953.220000000000
1035.55000000000	949.640000000000
1034.64000000000	963.590000000000
1036.72000000000	967
1037.68000000000	971.560000000000
1038.67000000000	986.240000000000
1029.04000000000	990.140000000000
1037.38000000000	987.760000000000
1037.40000000000	975.930000000000
1031.14000000000	984.840000000000
1030.34000000000	997.480000000000
1027.73000000000	998.510000000000
1028.54000000000	988.610000000000
1026.83000000000	1010.74000000000
1026.29000000000	1011.66000000000
1022.87000000000	1010.09000000000
1023.57000000000	994.700000000000
1021.77000000000	995.690000000000
1022.32000000000	981.640000000000
1020.60000000000	983.450000000000
1024.23000000000	975.320000000000
1022.96000000000	985.820000000000
1019.92000000000	976.220000000000
1019.61000000000	974.500000000000
1018.04000000000	982.320000000000
1011.33000000000	993.750000000000
1012.61000000000	985.700000000000
1012.61000000000	985.700000000000
1011.49000000000	1004.42000000000
1010.07000000000	1007.84000000000
1009.23000000000	1002.21000000000
1004.86000000000	988.700000000000
1005.55000000000	998.140000000000
1002.34000000000	1003.86000000000
1008.64000000000	1000.42000000000
1006.68000000000	994
1003.29000000000	981.730000000000
1003.13000000000	993.320000000000
1004.49000000000	978.800000000000
1001.64000000000	988.110000000000
1000.26000000000	988.610000000000
1002.06000000000	981.600000000000
999.730000000000	998.680000000000
1003.53000000000	996.520000000000
1002.95000000000	989.280000000000
996.560000000000	987.490000000000
996.600000000000	990.310000000000
992.120000000000	980.150000000000
991.390000000000	982.820000000000
990.940000000000	965.460000000000
988.250000000000	967.080000000000
982.500000000000	974.120000000000
980	977.590000000000
977.770000000000	980.590000000000
974.900000000000	990.350000000000
973.980000000000	984.030000000000
972.850000000000	990.510000000000
971.030000000000	990.670000000000
972.310000000000	999.740000000000
970.420000000000	1002.35000000000
969.610000000000	1000.30000000000
970.480000000000	1003.27000000000
971.170000000000	993.060000000000
972.880000000000	993.710000000000
971.200000000000	996.730000000000
974.930000000000	996.790000000000
972.560000000000	1002.84000000000
971.220000000000	1008.01000000000
971.220000000000	1008.01000000000
975.660000000000	1021.99000000000
972.770000000000	1026.27000000000
972.400000000000	1027.97000000000
970.480000000000	1021.39000000000
972.640000000000	1031.64000000000
972.120000000000	1023.17000000000
975.270000000000	1010.92000000000
973.490000000000	1016.42000000000
972.280000000000	1018.63000000000
974.510000000000	1014.81000000000
973.900000000000	1029.32000000000
976.650000000000	1025.97000000000
978.110000000000	1039.58000000000
980.480000000000	1036.30000000000
980.170000000000	1022.82000000000
981.020000000000	1029.03000000000
982.390000000000	1009.38000000000
983.830000000000	1003.27000000000
984.070000000000	996.850000000000
983.310000000000	1006.58000000000
984.170000000000	995.970000000000
985.150000000000	1018.22000000000
987.850000000000	1020.24000000000
990.300000000000	1029.85000000000
989.130000000000	1034.35000000000
990.270000000000	1039.25000000000
992.480000000000	1033.78000000000
989.790000000000	1038.73000000000
994.350000000000	1038.06000000000
993.670000000000	1045.35000000000
993.730000000000	1049.48000000000
997.310000000000	1046.76000000000
1001.15000000000	1050.07000000000
1003.69000000000	1039.32000000000
1004.32000000000	1044.68000000000
1002.52000000000	1046.03000000000
1005.24000000000	1030.36000000000
1005.77000000000	1033.77000000000
1004.23000000000	1028.91000000000
1005.24000000000	1031.13000000000
1005.15000000000	1046.79000000000
1007.59000000000	1048.11000000000
1009.41000000000	1046.94000000000
1011.27000000000	1050.71000000000
1011.34000000000	1059.02000000000
1010.28000000000	1053.25000000000
1007.33000000000	1051.81000000000
1008.56000000000	1058.05000000000
1009.82000000000	1053.21000000000
1011.47000000000	1047.11000000000
1013.05000000000	1046.57000000000
1009.46000000000	1058.56000000000
1011.56000000000	1058.41000000000
1012.55000000000	1050.35000000000
1012.15000000000	1043.63000000000
1015.06000000000	1034.15000000000
1014.79000000000	1042.44000000000
1017.81000000000	1033.65000000000
1017.15000000000	1035.28000000000
1012.94000000000	1052.08000000000
1017.19000000000	1053.89000000000
1017.94000000000	1058.45000000000
1017.94000000000	1058.45000000000
1017.84000000000	1058.20000000000
1018.57000000000	1070.12000000000
1020.65000000000	1066.62000000000
1018.66000000000	1064.73000000000
1021.36000000000	1069.72000000000
1020.55000000000	1061.50000000000
1020.35000000000	1069.30000000000
1018.84000000000	1060.18000000000
1021.17000000000	1059.05000000000
1022.09000000000	1071.21000000000
1019.99000000000	1074.14000000000
1021.59000000000	1068.04000000000
1023.29000000000	1075.13000000000
1021.39000000000	1076.48000000000
1023.97000000000	1089.18000000000
1024.27000000000	1088.66000000000
1023.72000000000	1092.94000000000
1023.91000000000	1096.02000000000
1025.60000000000	1094.04000000000
1025.60000000000	1094.04000000000
1026.54000000000	1095.89000000000
1024.57000000000	1109.48000000000
1024.86000000000	1109.64000000000
1025.10000000000	1111.92000000000
1025.10000000000	1111.92000000000
1021.28000000000	1108.48000000000
1024.73000000000	1122.22000000000
1029.68000000000	1123.67000000000
1030.38000000000	1126.33000000000
1030.09000000000	1131.92000000000
1033.82000000000	1121.86000000000
1033.28000000000	1127.23000000000
1032.39000000000	1121.22000000000
1029.77000000000	1130.52000000000
1033.28000000000	1132.05000000000
1033	1139.83000000000
1033	1139.83000000000
1034.69000000000	1138.77000000000
1033.75000000000	1147.62000000000
1037.04000000000	1143.94000000000
1036.25000000000	1141.55000000000
1034.79000000000	1155.37000000000
1035.75000000000	1144.05000000000
1037.55000000000	1128.48000000000
1036.61000000000	1134.11000000000
1037.88000000000	1131.13000000000
1036.21000000000	1135.26000000000
1037.19000000000	1136.03000000000
1035.38000000000	1126.52000000000
1033.07000000000	1128.59000000000
1029.97000000000	1142.76000000000
1029.53000000000	1139.81000000000
1027.42000000000	1145.54000000000
1028.46000000000	1157.76000000000
1029.90000000000	1152.11000000000
1033.22000000000	1145.81000000000
1033.22000000000	1145.81000000000
1030.75000000000	1156.99000000000
1032.02000000000	1151.82000000000
1033.59000000000	1147.06000000000
1033.25000000000	1144.11000000000
1032.57000000000	1140.99000000000
1030.77000000000	1139.09000000000
1029.02000000000	1143.67000000000
1029.01000000000	1144.91000000000
1030.81000000000	1144.94000000000
1029.27000000000	1155.96000000000
1030.97000000000	1149.10000000000
1030.76000000000	1151.04000000000
1032.83000000000	1154.88000000000
1033.61000000000	1156.87000000000
1033.27000000000	1147.21000000000
1032.95000000000	1140.58000000000
1032.10000000000	1123.89000000000
1033.29000000000	1106.78000000000
1032.28000000000	1120.57000000000
1032.56000000000	1104.49000000000
1033.98000000000	1110.70000000000
1032.67000000000	1123.75000000000
1034.71000000000	1122.32000000000
1033.39000000000	1109.78000000000
1034.33000000000	1095.40000000000
1032.31000000000	1093.95000000000
1032.33000000000	1091.33000000000
1035.04000000000	1109.19000000000
1034.09000000000	1108.06000000000
1033.79000000000	1122.47000000000
1034.08000000000	1127
1036.49000000000	1126.21000000000
1033.94000000000	1132.17000000000
1032.49000000000	1141.81000000000
1034.57000000000	1150.57000000000
1035.86000000000	1148.16000000000
1034.45000000000	1140.53000000000
1035.90000000000	1139.32000000000
1035.90000000000	1139.32000000000
1034.28000000000	1145.20000000000
1033.73000000000	1129.44000000000
1033.37000000000	1128.17000000000
1035.68000000000	1128.84000000000
1035.88000000000	1134.61000000000
1034.39000000000	1135.82000000000
1036.27000000000	1118.15000000000
1034.07000000000	1124.09000000000
1035.40000000000	1139.93000000000
1032.72000000000	1140.60000000000
1033.26000000000	1135.53000000000
1033.83000000000	1138.11000000000
1033.46000000000	1122.41000000000
1034.90000000000	1113.89000000000
1036.15000000000	1107.30000000000
1036.12000000000	1117.49000000000
1034.05000000000	1119.55000000000
1033.63000000000	1121.53000000000
1033.74000000000	1113.99000000000
1031.45000000000	1098.70000000000
1032.56000000000	1087.12000000000
1029.99000000000	1095.45000000000
1028.77000000000	1097.28000000000
1025.90000000000	1096.44000000000
1024.18000000000	1095.70000000000
1022.38000000000	1084.10000000000
1021.12000000000	1091.49000000000
1021.94000000000	1088.68000000000
1021.93000000000	1089.19000000000
1019.75000000000	1093.56000000000
1018.71000000000	1095.41000000000
1017.55000000000	1113.05000000000
1021.51000000000	1114.94000000000
1019.65000000000	1121.28000000000
1019.66000000000	1120.68000000000
1019.66000000000	1120.68000000000
1018.62000000000	1121.20000000000
1017.50000000000	1124.99000000000
1019.03000000000	1116.64000000000
1017.29000000000	1122.50000000000
1017.72000000000	1140.42000000000
1014.89000000000	1142.18000000000
1013.07000000000	1131.33000000000
1012.40000000000	1136.47000000000
1012.40000000000	1136.47000000000
1012.02000000000	1125.29000000000
1015.04000000000	1132.01000000000
1011.85000000000	1133.56000000000
1011.31000000000	1132.05000000000
1012.24000000000	1135.02000000000
1012.06000000000	1130.30000000000
1011.91000000000	1134.41000000000
1014.05000000000	1144.06000000000
1013.45000000000	1140.65000000000
1012.35000000000	1134.43000000000
1010.11000000000	1133.35000000000
1012.69000000000	1136.20000000000
1012.63000000000	1140.84000000000
1012.77000000000	1128.94000000000
1010.95000000000	1125.38000000000
1010.95000000000	1125.38000000000
1011.33000000000	1116.21000000000
1009.80000000000	1118.33000000000
1008.46000000000	1109.11000000000
1007.99000000000	1112.81000000000
1008.34000000000	1114.35000000000
1007.16000000000	1115.14000000000
1008.36000000000	1111.47000000000
1010.96000000000	1106.69000000000
1014.93000000000	1101.39000000000
1014.61000000000	1100.90000000000
1014.29000000000	1108.67000000000
1016.86000000000	1093.88000000000
1018.87000000000	1096.84000000000
1019.70000000000	1086.20000000000
1018.16000000000	1084.07000000000
1015.76000000000	1094.83000000000
1017.16000000000	1095.42000000000
1020.85000000000	1100.43000000000
1019.36000000000	1101.72000000000
1018.57000000000	1106.62000000000
1018.77000000000	1099.69000000000
1017.62000000000	1098.63000000000
1020.89000000000	1080.70000000000
1023.05000000000	1063.97000000000
1019.39000000000	1065.22000000000
1017.67000000000	1079.04000000000
1018.05000000000	1075.79000000000
1020.98000000000	1063.23000000000
1020.79000000000	1064.80000000000
1017.95000000000	1079.34000000000
1018.06000000000	1081.71000000000
1015.04000000000	1095.17000000000
1018.74000000000	1091.23000000000
1020.36000000000	1098.35000000000
1019.44000000000	1095.68000000000
1020.13000000000	1096.19000000000
1019.59000000000	1104.96000000000
1022.26000000000	1105.09000000000
1023.78000000000	1107.77000000000
1022.90000000000	1099.15000000000
1025.04000000000	1104.24000000000
1025.72000000000	1105.91000000000
1024.24000000000	1118.31000000000
1023.02000000000	1113.63000000000
1023.02000000000	1113.63000000000
1024.94000000000	1121.30000000000
1024.59000000000	1116.27000000000
1024.03000000000	1118.38000000000
1024.26000000000	1123.92000000000
1025	1125.82000000000
1025.43000000000	1128.33000000000
1023.51000000000	1120.37000000000
1024.79000000000	1123.50000000000
1023.15000000000	1128.55000000000
1025.09000000000	1122.20000000000
1022.47000000000	1129.30000000000
1022.82000000000	1113.56000000000
1021.08000000000	1108.36000000000
1022.56000000000	1110.11000000000
1022.97000000000	1103.52000000000
1020.47000000000	1110.06000000000
1019.96000000000	1114.80000000000
1021.43000000000	1114.58000000000
1020.99000000000	1131.50000000000
1020.35000000000	1135.17000000000
1022.12000000000	1134.48000000000
1021.54000000000	1142.05000000000
1020.19000000000	1130.65000000000
1021.86000000000	1122.14000000000
1019.92000000000	1124.39000000000
1019.80000000000	1121.84000000000
1019.75000000000	1113.65000000000
1017.46000000000	1103.29000000000
1015.59000000000	1108.20000000000
1017.31000000000	1114.02000000000
1017.33000000000	1103.23000000000
1017.27000000000	1103.66000000000
1016.03000000000	1106.49000000000
1016.42000000000	1095.74000000000
1016.65000000000	1094.81000000000
1016.43000000000	1111.09000000000
1014.89000000000	1125.40000000000
1016.11000000000	1127.44000000000
1015.22000000000	1130.20000000000
1013.91000000000	1130.51000000000
1016.03000000000	1130.54000000000
1016	1143.20000000000
1013.95000000000	1161.67000000000
1015.05000000000	1166.17000000000
1015.68000000000	1164.89000000000
1017.25000000000	1164.08000000000
1016.21000000000	1162.91000000000
1014.75000000000	1173.48000000000
1013.87000000000	1184.17000000000
1012.87000000000	1183.81000000000
1012.82000000000	1175.43000000000
1013.64000000000	1181.94000000000
1016.82000000000	1183.55000000000
1016.29000000000	1170.34000000000
1016.28000000000	1177.24000000000
1017.08000000000	1176.94000000000
1017.64000000000	1181.76000000000
1017.64000000000	1181.76000000000
1016.49000000000	1182.65000000000
1017.45000000000	1178.57000000000
1019.44000000000	1173.82000000000
