9	30	0	34200	0	0	0	0	0
9	30	1	34201	0	0	0	0	0
9	30	2	34202	0	0	0	0	0
9	30	3	34203	0	0	0	0	0
9	30	4	34204	0	0	0	0	0
9	30	5	34205	0	0	0	0	0
9	30	6	34206	0	0	0	0	0
9	30	7	34207	0	0	0	0	0
9	30	8	34208	0	0	0	0	0
9	30	9	34209	0	0	0	0	0
9	30	10	34210	0	0	0	0	0
9	30	11	34211	0	0	0	0	0
9	30	12	34212	0	0	0	0	0
9	30	13	34213	0	0	0	0	0
9	30	14	34214	0	0	0	0	0
9	30	15	34215	0	0	0	0	0
9	30	16	34216	0	0	0	0	0
9	30	17	34217	0	0	0	0	0
9	30	18	34218	0	0	0	0	0
9	30	19	34219	0	0	0	0	0
9	30	20	34220	0	0	0	0	0
9	30	21	34221	0	0	0	0	0
9	30	22	34222	0	0	0	0	0
9	30	23	34223	0	0	0	0	0
9	30	24	34224	0	0	0	0	0
9	30	25	34225	0	0	0	0	0
9	30	26	34226	0	0	0	0	0
9	30	27	34227	1	1	0	0	0
9	30	28	34228	0	1	0	0	0
9	30	29	34229	0	1	0	0	0
9	30	30	34230	0	1	0	0	0
9	30	31	34231	0	1	0	0	0
9	30	32	34232	1	2	5	0	0
9	30	33	34233	0	2	5	0	0
9	30	34	34234	0	2	5	0	0
9	30	35	34235	0	2	5	0	0
9	30	36	34236	0	2	5	0	0
9	30	37	34237	0	2	5	0	0
9	30	38	34238	0	2	5	0	0
9	30	39	34239	0	2	5	0	0
9	30	40	34240	0	2	5	0	0
9	30	41	34241	0	2	5	0	0
9	30	42	34242	0	2	5	0	0
9	30	43	34243	0	2	5	0	0
9	30	44	34244	0	2	5	0	0
9	30	45	34245	1	3	13	0	0
9	30	46	34246	0	3	13	0	0
9	30	47	34247	1	4	2	0	0
9	30	48	34248	0	4	2	0	0
9	30	49	34249	0	4	2	0	0
9	30	50	34250	0	4	2	0	0
9	30	51	34251	0	4	2	0	0
9	30	52	34252	0	4	2	0	0
9	30	53	34253	0	4	2	0	0
9	30	54	34254	0	4	2	0	0
9	30	55	34255	0	4	2	0	0
9	30	56	34256	0	4	2	0	0
9	30	57	34257	0	4	2	0	0
9	30	58	34258	0	4	2	0	0
9	30	59	34259	0	4	2	0	0
9	31	0	34260	0	4	2	0	0
9	31	1	34261	0	4	2	0	0
9	31	2	34262	0	4	2	0	0
9	31	3	34263	0	4	2	0	0
9	31	4	34264	0	4	2	0	0
9	31	5	34265	0	4	2	0	0
9	31	6	34266	0	4	2	0	0
9	31	7	34267	0	4	2	0	0
9	31	8	34268	0	4	2	0	0
9	31	9	34269	0	4	2	0	0
9	31	10	34270	0	4	2	0	0
9	31	11	34271	0	4	2	0	0
9	31	12	34272	0	4	2	0	0
9	31	13	34273	0	4	2	0	0
